timestamp,node_id,protocol,destination,next_hop,metric
1,0,AODV,0.0.0.0,0.0.0.0,0
1,1,AODV,0.0.0.0,0.0.0.0,0
1,2,AODV,0.0.0.0,0.0.0.0,0
1,3,AODV,0.0.0.0,0.0.0.0,0
1,4,AODV,0.0.0.0,0.0.0.0,0
1,5,AODV,0.0.0.0,0.0.0.0,0
1,6,AODV,0.0.0.0,0.0.0.0,0
1,7,AODV,0.0.0.0,0.0.0.0,0
1,8,AODV,0.0.0.0,0.0.0.0,0
1,9,AODV,0.0.0.0,0.0.0.0,0
1,10,AODV,0.0.0.0,0.0.0.0,0
1,11,AODV,0.0.0.0,0.0.0.0,0
1,12,AODV,0.0.0.0,0.0.0.0,0
1,13,AODV,0.0.0.0,0.0.0.0,0
1,14,AODV,0.0.0.0,0.0.0.0,0
1,15,AODV,0.0.0.0,0.0.0.0,0
1,16,AODV,0.0.0.0,0.0.0.0,0
1,17,AODV,0.0.0.0,0.0.0.0,0
1,18,AODV,0.0.0.0,0.0.0.0,0
1,19,AODV,0.0.0.0,0.0.0.0,0
1,20,AODV,0.0.0.0,0.0.0.0,0
1,21,AODV,0.0.0.0,0.0.0.0,0
1,22,AODV,0.0.0.0,0.0.0.0,0
1,23,AODV,0.0.0.0,0.0.0.0,0
1,24,AODV,0.0.0.0,0.0.0.0,0
1,25,AODV,0.0.0.0,0.0.0.0,0
1,26,AODV,0.0.0.0,0.0.0.0,0
1,27,AODV,0.0.0.0,0.0.0.0,0
1,28,AODV,0.0.0.0,0.0.0.0,0
1,29,AODV,0.0.0.0,0.0.0.0,0
1,30,AODV,0.0.0.0,0.0.0.0,0
1,31,AODV,0.0.0.0,0.0.0.0,0
1,32,AODV,0.0.0.0,0.0.0.0,0
1,33,AODV,0.0.0.0,0.0.0.0,0
1,34,AODV,0.0.0.0,0.0.0.0,0
2,0,AODV,0.0.0.0,0.0.0.0,0
2,1,AODV,0.0.0.0,0.0.0.0,0
2,2,AODV,0.0.0.0,0.0.0.0,0
2,3,AODV,0.0.0.0,0.0.0.0,0
2,4,AODV,0.0.0.0,0.0.0.0,0
2,5,AODV,0.0.0.0,0.0.0.0,0
2,6,AODV,0.0.0.0,0.0.0.0,0
2,7,AODV,0.0.0.0,0.0.0.0,0
2,8,AODV,0.0.0.0,0.0.0.0,0
2,9,AODV,0.0.0.0,0.0.0.0,0
2,10,AODV,0.0.0.0,0.0.0.0,0
2,11,AODV,0.0.0.0,0.0.0.0,0
2,12,AODV,0.0.0.0,0.0.0.0,0
2,13,AODV,0.0.0.0,0.0.0.0,0
2,14,AODV,0.0.0.0,0.0.0.0,0
2,15,AODV,0.0.0.0,0.0.0.0,0
2,16,AODV,0.0.0.0,0.0.0.0,0
2,17,AODV,0.0.0.0,0.0.0.0,0
2,18,AODV,0.0.0.0,0.0.0.0,0
2,19,AODV,0.0.0.0,0.0.0.0,0
2,20,AODV,0.0.0.0,0.0.0.0,0
2,21,AODV,0.0.0.0,0.0.0.0,0
2,22,AODV,0.0.0.0,0.0.0.0,0
2,23,AODV,0.0.0.0,0.0.0.0,0
2,24,AODV,0.0.0.0,0.0.0.0,0
2,25,AODV,0.0.0.0,0.0.0.0,0
2,26,AODV,0.0.0.0,0.0.0.0,0
2,27,AODV,0.0.0.0,0.0.0.0,0
2,28,AODV,0.0.0.0,0.0.0.0,0
2,29,AODV,0.0.0.0,0.0.0.0,0
2,30,AODV,0.0.0.0,0.0.0.0,0
2,31,AODV,0.0.0.0,0.0.0.0,0
2,32,AODV,0.0.0.0,0.0.0.0,0
2,33,AODV,0.0.0.0,0.0.0.0,0
2,34,AODV,0.0.0.0,0.0.0.0,0
3,0,AODV,0.0.0.0,0.0.0.0,0
3,1,AODV,0.0.0.0,0.0.0.0,0
3,2,AODV,0.0.0.0,0.0.0.0,0
3,3,AODV,0.0.0.0,0.0.0.0,0
3,4,AODV,0.0.0.0,0.0.0.0,0
3,5,AODV,0.0.0.0,0.0.0.0,0
3,6,AODV,0.0.0.0,0.0.0.0,0
3,7,AODV,0.0.0.0,0.0.0.0,0
3,8,AODV,0.0.0.0,0.0.0.0,0
3,9,AODV,0.0.0.0,0.0.0.0,0
3,10,AODV,0.0.0.0,0.0.0.0,0
3,11,AODV,0.0.0.0,0.0.0.0,0
3,12,AODV,0.0.0.0,0.0.0.0,0
3,13,AODV,0.0.0.0,0.0.0.0,0
3,14,AODV,0.0.0.0,0.0.0.0,0
3,15,AODV,0.0.0.0,0.0.0.0,0
3,16,AODV,0.0.0.0,0.0.0.0,0
3,17,AODV,0.0.0.0,0.0.0.0,0
3,18,AODV,0.0.0.0,0.0.0.0,0
3,19,AODV,0.0.0.0,0.0.0.0,0
3,20,AODV,0.0.0.0,0.0.0.0,0
3,21,AODV,0.0.0.0,0.0.0.0,0
3,22,AODV,0.0.0.0,0.0.0.0,0
3,23,AODV,0.0.0.0,0.0.0.0,0
3,24,AODV,0.0.0.0,0.0.0.0,0
3,25,AODV,0.0.0.0,0.0.0.0,0
3,26,AODV,0.0.0.0,0.0.0.0,0
3,27,AODV,0.0.0.0,0.0.0.0,0
3,28,AODV,0.0.0.0,0.0.0.0,0
3,29,AODV,0.0.0.0,0.0.0.0,0
3,30,AODV,0.0.0.0,0.0.0.0,0
3,31,AODV,0.0.0.0,0.0.0.0,0
3,32,AODV,0.0.0.0,0.0.0.0,0
3,33,AODV,0.0.0.0,0.0.0.0,0
3,34,AODV,0.0.0.0,0.0.0.0,0
4,0,AODV,0.0.0.0,0.0.0.0,0
4,1,AODV,0.0.0.0,0.0.0.0,0
4,2,AODV,0.0.0.0,0.0.0.0,0
4,3,AODV,0.0.0.0,0.0.0.0,0
4,4,AODV,0.0.0.0,0.0.0.0,0
4,5,AODV,0.0.0.0,0.0.0.0,0
4,6,AODV,0.0.0.0,0.0.0.0,0
4,7,AODV,0.0.0.0,0.0.0.0,0
4,8,AODV,0.0.0.0,0.0.0.0,0
4,9,AODV,0.0.0.0,0.0.0.0,0
4,10,AODV,0.0.0.0,0.0.0.0,0
4,11,AODV,0.0.0.0,0.0.0.0,0
4,12,AODV,0.0.0.0,0.0.0.0,0
4,13,AODV,0.0.0.0,0.0.0.0,0
4,14,AODV,0.0.0.0,0.0.0.0,0
4,15,AODV,0.0.0.0,0.0.0.0,0
4,16,AODV,0.0.0.0,0.0.0.0,0
4,17,AODV,0.0.0.0,0.0.0.0,0
4,18,AODV,0.0.0.0,0.0.0.0,0
4,19,AODV,0.0.0.0,0.0.0.0,0
4,20,AODV,0.0.0.0,0.0.0.0,0
4,21,AODV,0.0.0.0,0.0.0.0,0
4,22,AODV,0.0.0.0,0.0.0.0,0
4,23,AODV,0.0.0.0,0.0.0.0,0
4,24,AODV,0.0.0.0,0.0.0.0,0
4,25,AODV,0.0.0.0,0.0.0.0,0
4,26,AODV,0.0.0.0,0.0.0.0,0
4,27,AODV,0.0.0.0,0.0.0.0,0
4,28,AODV,0.0.0.0,0.0.0.0,0
4,29,AODV,0.0.0.0,0.0.0.0,0
4,30,AODV,0.0.0.0,0.0.0.0,0
4,31,AODV,0.0.0.0,0.0.0.0,0
4,32,AODV,0.0.0.0,0.0.0.0,0
4,33,AODV,0.0.0.0,0.0.0.0,0
4,34,AODV,0.0.0.0,0.0.0.0,0
5,0,AODV,0.0.0.0,0.0.0.0,0
5,1,AODV,0.0.0.0,0.0.0.0,0
5,2,AODV,0.0.0.0,0.0.0.0,0
5,3,AODV,0.0.0.0,0.0.0.0,0
5,4,AODV,0.0.0.0,0.0.0.0,0
5,5,AODV,0.0.0.0,0.0.0.0,0
5,6,AODV,0.0.0.0,0.0.0.0,0
5,7,AODV,0.0.0.0,0.0.0.0,0
5,8,AODV,0.0.0.0,0.0.0.0,0
5,9,AODV,0.0.0.0,0.0.0.0,0
5,10,AODV,0.0.0.0,0.0.0.0,0
5,11,AODV,0.0.0.0,0.0.0.0,0
5,12,AODV,0.0.0.0,0.0.0.0,0
5,13,AODV,0.0.0.0,0.0.0.0,0
5,14,AODV,0.0.0.0,0.0.0.0,0
5,15,AODV,0.0.0.0,0.0.0.0,0
5,16,AODV,0.0.0.0,0.0.0.0,0
5,17,AODV,0.0.0.0,0.0.0.0,0
5,18,AODV,0.0.0.0,0.0.0.0,0
5,19,AODV,0.0.0.0,0.0.0.0,0
5,20,AODV,0.0.0.0,0.0.0.0,0
5,21,AODV,0.0.0.0,0.0.0.0,0
5,22,AODV,0.0.0.0,0.0.0.0,0
5,23,AODV,0.0.0.0,0.0.0.0,0
5,24,AODV,0.0.0.0,0.0.0.0,0
5,25,AODV,0.0.0.0,0.0.0.0,0
5,26,AODV,0.0.0.0,0.0.0.0,0
5,27,AODV,0.0.0.0,0.0.0.0,0
5,28,AODV,0.0.0.0,0.0.0.0,0
5,29,AODV,0.0.0.0,0.0.0.0,0
5,30,AODV,0.0.0.0,0.0.0.0,0
5,31,AODV,0.0.0.0,0.0.0.0,0
5,32,AODV,0.0.0.0,0.0.0.0,0
5,33,AODV,0.0.0.0,0.0.0.0,0
5,34,AODV,0.0.0.0,0.0.0.0,0
6,0,AODV,0.0.0.0,0.0.0.0,0
6,1,AODV,0.0.0.0,0.0.0.0,0
6,2,AODV,0.0.0.0,0.0.0.0,0
6,3,AODV,0.0.0.0,0.0.0.0,0
6,4,AODV,0.0.0.0,0.0.0.0,0
6,5,AODV,0.0.0.0,0.0.0.0,0
6,6,AODV,0.0.0.0,0.0.0.0,0
6,7,AODV,0.0.0.0,0.0.0.0,0
6,8,AODV,0.0.0.0,0.0.0.0,0
6,9,AODV,0.0.0.0,0.0.0.0,0
6,10,AODV,0.0.0.0,0.0.0.0,0
6,11,AODV,0.0.0.0,0.0.0.0,0
6,12,AODV,0.0.0.0,0.0.0.0,0
6,13,AODV,0.0.0.0,0.0.0.0,0
6,14,AODV,0.0.0.0,0.0.0.0,0
6,15,AODV,0.0.0.0,0.0.0.0,0
6,16,AODV,0.0.0.0,0.0.0.0,0
6,17,AODV,0.0.0.0,0.0.0.0,0
6,18,AODV,0.0.0.0,0.0.0.0,0
6,19,AODV,0.0.0.0,0.0.0.0,0
6,20,AODV,0.0.0.0,0.0.0.0,0
6,21,AODV,0.0.0.0,0.0.0.0,0
6,22,AODV,0.0.0.0,0.0.0.0,0
6,23,AODV,0.0.0.0,0.0.0.0,0
6,24,AODV,0.0.0.0,0.0.0.0,0
6,25,AODV,0.0.0.0,0.0.0.0,0
6,26,AODV,0.0.0.0,0.0.0.0,0
6,27,AODV,0.0.0.0,0.0.0.0,0
6,28,AODV,0.0.0.0,0.0.0.0,0
6,29,AODV,0.0.0.0,0.0.0.0,0
6,30,AODV,0.0.0.0,0.0.0.0,0
6,31,AODV,0.0.0.0,0.0.0.0,0
6,32,AODV,0.0.0.0,0.0.0.0,0
6,33,AODV,0.0.0.0,0.0.0.0,0
6,34,AODV,0.0.0.0,0.0.0.0,0
7,0,AODV,0.0.0.0,0.0.0.0,0
7,1,AODV,0.0.0.0,0.0.0.0,0
7,2,AODV,0.0.0.0,0.0.0.0,0
7,3,AODV,0.0.0.0,0.0.0.0,0
7,4,AODV,0.0.0.0,0.0.0.0,0
7,5,AODV,0.0.0.0,0.0.0.0,0
7,6,AODV,0.0.0.0,0.0.0.0,0
7,7,AODV,0.0.0.0,0.0.0.0,0
7,8,AODV,0.0.0.0,0.0.0.0,0
7,9,AODV,0.0.0.0,0.0.0.0,0
7,10,AODV,0.0.0.0,0.0.0.0,0
7,11,AODV,0.0.0.0,0.0.0.0,0
7,12,AODV,0.0.0.0,0.0.0.0,0
7,13,AODV,0.0.0.0,0.0.0.0,0
7,14,AODV,0.0.0.0,0.0.0.0,0
7,15,AODV,0.0.0.0,0.0.0.0,0
7,16,AODV,0.0.0.0,0.0.0.0,0
7,17,AODV,0.0.0.0,0.0.0.0,0
7,18,AODV,0.0.0.0,0.0.0.0,0
7,19,AODV,0.0.0.0,0.0.0.0,0
7,20,AODV,0.0.0.0,0.0.0.0,0
7,21,AODV,0.0.0.0,0.0.0.0,0
7,22,AODV,0.0.0.0,0.0.0.0,0
7,23,AODV,0.0.0.0,0.0.0.0,0
7,24,AODV,0.0.0.0,0.0.0.0,0
7,25,AODV,0.0.0.0,0.0.0.0,0
7,26,AODV,0.0.0.0,0.0.0.0,0
7,27,AODV,0.0.0.0,0.0.0.0,0
7,28,AODV,0.0.0.0,0.0.0.0,0
7,29,AODV,0.0.0.0,0.0.0.0,0
7,30,AODV,0.0.0.0,0.0.0.0,0
7,31,AODV,0.0.0.0,0.0.0.0,0
7,32,AODV,0.0.0.0,0.0.0.0,0
7,33,AODV,0.0.0.0,0.0.0.0,0
7,34,AODV,0.0.0.0,0.0.0.0,0
8,0,AODV,0.0.0.0,0.0.0.0,0
8,1,AODV,0.0.0.0,0.0.0.0,0
8,2,AODV,0.0.0.0,0.0.0.0,0
8,3,AODV,0.0.0.0,0.0.0.0,0
8,4,AODV,0.0.0.0,0.0.0.0,0
8,5,AODV,0.0.0.0,0.0.0.0,0
8,6,AODV,0.0.0.0,0.0.0.0,0
8,7,AODV,0.0.0.0,0.0.0.0,0
8,8,AODV,0.0.0.0,0.0.0.0,0
8,9,AODV,0.0.0.0,0.0.0.0,0
8,10,AODV,0.0.0.0,0.0.0.0,0
8,11,AODV,0.0.0.0,0.0.0.0,0
8,12,AODV,0.0.0.0,0.0.0.0,0
8,13,AODV,0.0.0.0,0.0.0.0,0
8,14,AODV,0.0.0.0,0.0.0.0,0
8,15,AODV,0.0.0.0,0.0.0.0,0
8,16,AODV,0.0.0.0,0.0.0.0,0
8,17,AODV,0.0.0.0,0.0.0.0,0
8,18,AODV,0.0.0.0,0.0.0.0,0
8,19,AODV,0.0.0.0,0.0.0.0,0
8,20,AODV,0.0.0.0,0.0.0.0,0
8,21,AODV,0.0.0.0,0.0.0.0,0
8,22,AODV,0.0.0.0,0.0.0.0,0
8,23,AODV,0.0.0.0,0.0.0.0,0
8,24,AODV,0.0.0.0,0.0.0.0,0
8,25,AODV,0.0.0.0,0.0.0.0,0
8,26,AODV,0.0.0.0,0.0.0.0,0
8,27,AODV,0.0.0.0,0.0.0.0,0
8,28,AODV,0.0.0.0,0.0.0.0,0
8,29,AODV,0.0.0.0,0.0.0.0,0
8,30,AODV,0.0.0.0,0.0.0.0,0
8,31,AODV,0.0.0.0,0.0.0.0,0
8,32,AODV,0.0.0.0,0.0.0.0,0
8,33,AODV,0.0.0.0,0.0.0.0,0
8,34,AODV,0.0.0.0,0.0.0.0,0
9,0,AODV,0.0.0.0,0.0.0.0,0
9,1,AODV,0.0.0.0,0.0.0.0,0
9,2,AODV,0.0.0.0,0.0.0.0,0
9,3,AODV,0.0.0.0,0.0.0.0,0
9,4,AODV,0.0.0.0,0.0.0.0,0
9,5,AODV,0.0.0.0,0.0.0.0,0
9,6,AODV,0.0.0.0,0.0.0.0,0
9,7,AODV,0.0.0.0,0.0.0.0,0
9,8,AODV,0.0.0.0,0.0.0.0,0
9,9,AODV,0.0.0.0,0.0.0.0,0
9,10,AODV,0.0.0.0,0.0.0.0,0
9,11,AODV,0.0.0.0,0.0.0.0,0
9,12,AODV,0.0.0.0,0.0.0.0,0
9,13,AODV,0.0.0.0,0.0.0.0,0
9,14,AODV,0.0.0.0,0.0.0.0,0
9,15,AODV,0.0.0.0,0.0.0.0,0
9,16,AODV,0.0.0.0,0.0.0.0,0
9,17,AODV,0.0.0.0,0.0.0.0,0
9,18,AODV,0.0.0.0,0.0.0.0,0
9,19,AODV,0.0.0.0,0.0.0.0,0
9,20,AODV,0.0.0.0,0.0.0.0,0
9,21,AODV,0.0.0.0,0.0.0.0,0
9,22,AODV,0.0.0.0,0.0.0.0,0
9,23,AODV,0.0.0.0,0.0.0.0,0
9,24,AODV,0.0.0.0,0.0.0.0,0
9,25,AODV,0.0.0.0,0.0.0.0,0
9,26,AODV,0.0.0.0,0.0.0.0,0
9,27,AODV,0.0.0.0,0.0.0.0,0
9,28,AODV,0.0.0.0,0.0.0.0,0
9,29,AODV,0.0.0.0,0.0.0.0,0
9,30,AODV,0.0.0.0,0.0.0.0,0
9,31,AODV,0.0.0.0,0.0.0.0,0
9,32,AODV,0.0.0.0,0.0.0.0,0
9,33,AODV,0.0.0.0,0.0.0.0,0
9,34,AODV,0.0.0.0,0.0.0.0,0
10,0,AODV,0.0.0.0,0.0.0.0,0
10,1,AODV,0.0.0.0,0.0.0.0,0
10,2,AODV,0.0.0.0,0.0.0.0,0
10,3,AODV,0.0.0.0,0.0.0.0,0
10,4,AODV,0.0.0.0,0.0.0.0,0
10,5,AODV,0.0.0.0,0.0.0.0,0
10,6,AODV,0.0.0.0,0.0.0.0,0
10,7,AODV,0.0.0.0,0.0.0.0,0
10,8,AODV,0.0.0.0,0.0.0.0,0
10,9,AODV,0.0.0.0,0.0.0.0,0
10,10,AODV,0.0.0.0,0.0.0.0,0
10,11,AODV,0.0.0.0,0.0.0.0,0
10,12,AODV,0.0.0.0,0.0.0.0,0
10,13,AODV,0.0.0.0,0.0.0.0,0
10,14,AODV,0.0.0.0,0.0.0.0,0
10,15,AODV,0.0.0.0,0.0.0.0,0
10,16,AODV,0.0.0.0,0.0.0.0,0
10,17,AODV,0.0.0.0,0.0.0.0,0
10,18,AODV,0.0.0.0,0.0.0.0,0
10,19,AODV,0.0.0.0,0.0.0.0,0
10,20,AODV,0.0.0.0,0.0.0.0,0
10,21,AODV,0.0.0.0,0.0.0.0,0
10,22,AODV,0.0.0.0,0.0.0.0,0
10,23,AODV,0.0.0.0,0.0.0.0,0
10,24,AODV,0.0.0.0,0.0.0.0,0
10,25,AODV,0.0.0.0,0.0.0.0,0
10,26,AODV,0.0.0.0,0.0.0.0,0
10,27,AODV,0.0.0.0,0.0.0.0,0
10,28,AODV,0.0.0.0,0.0.0.0,0
10,29,AODV,0.0.0.0,0.0.0.0,0
10,30,AODV,0.0.0.0,0.0.0.0,0
10,31,AODV,0.0.0.0,0.0.0.0,0
10,32,AODV,0.0.0.0,0.0.0.0,0
10,33,AODV,0.0.0.0,0.0.0.0,0
10,34,AODV,0.0.0.0,0.0.0.0,0
11,0,AODV,0.0.0.0,0.0.0.0,0
11,1,AODV,0.0.0.0,0.0.0.0,0
11,2,AODV,0.0.0.0,0.0.0.0,0
11,3,AODV,0.0.0.0,0.0.0.0,0
11,4,AODV,0.0.0.0,0.0.0.0,0
11,5,AODV,0.0.0.0,0.0.0.0,0
11,6,AODV,0.0.0.0,0.0.0.0,0
11,7,AODV,0.0.0.0,0.0.0.0,0
11,8,AODV,0.0.0.0,0.0.0.0,0
11,9,AODV,0.0.0.0,0.0.0.0,0
11,10,AODV,0.0.0.0,0.0.0.0,0
11,11,AODV,0.0.0.0,0.0.0.0,0
11,12,AODV,0.0.0.0,0.0.0.0,0
11,13,AODV,0.0.0.0,0.0.0.0,0
11,14,AODV,0.0.0.0,0.0.0.0,0
11,15,AODV,0.0.0.0,0.0.0.0,0
11,16,AODV,0.0.0.0,0.0.0.0,0
11,17,AODV,0.0.0.0,0.0.0.0,0
11,18,AODV,0.0.0.0,0.0.0.0,0
11,19,AODV,0.0.0.0,0.0.0.0,0
11,20,AODV,0.0.0.0,0.0.0.0,0
11,21,AODV,0.0.0.0,0.0.0.0,0
11,22,AODV,0.0.0.0,0.0.0.0,0
11,23,AODV,0.0.0.0,0.0.0.0,0
11,24,AODV,0.0.0.0,0.0.0.0,0
11,25,AODV,0.0.0.0,0.0.0.0,0
11,26,AODV,0.0.0.0,0.0.0.0,0
11,27,AODV,0.0.0.0,0.0.0.0,0
11,28,AODV,0.0.0.0,0.0.0.0,0
11,29,AODV,0.0.0.0,0.0.0.0,0
11,30,AODV,0.0.0.0,0.0.0.0,0
11,31,AODV,0.0.0.0,0.0.0.0,0
11,32,AODV,0.0.0.0,0.0.0.0,0
11,33,AODV,0.0.0.0,0.0.0.0,0
11,34,AODV,0.0.0.0,0.0.0.0,0
12,0,AODV,0.0.0.0,0.0.0.0,0
12,1,AODV,0.0.0.0,0.0.0.0,0
12,2,AODV,0.0.0.0,0.0.0.0,0
12,3,AODV,0.0.0.0,0.0.0.0,0
12,4,AODV,0.0.0.0,0.0.0.0,0
12,5,AODV,0.0.0.0,0.0.0.0,0
12,6,AODV,0.0.0.0,0.0.0.0,0
12,7,AODV,0.0.0.0,0.0.0.0,0
12,8,AODV,0.0.0.0,0.0.0.0,0
12,9,AODV,0.0.0.0,0.0.0.0,0
12,10,AODV,0.0.0.0,0.0.0.0,0
12,11,AODV,0.0.0.0,0.0.0.0,0
12,12,AODV,0.0.0.0,0.0.0.0,0
12,13,AODV,0.0.0.0,0.0.0.0,0
12,14,AODV,0.0.0.0,0.0.0.0,0
12,15,AODV,0.0.0.0,0.0.0.0,0
12,16,AODV,0.0.0.0,0.0.0.0,0
12,17,AODV,0.0.0.0,0.0.0.0,0
12,18,AODV,0.0.0.0,0.0.0.0,0
12,19,AODV,0.0.0.0,0.0.0.0,0
12,20,AODV,0.0.0.0,0.0.0.0,0
12,21,AODV,0.0.0.0,0.0.0.0,0
12,22,AODV,0.0.0.0,0.0.0.0,0
12,23,AODV,0.0.0.0,0.0.0.0,0
12,24,AODV,0.0.0.0,0.0.0.0,0
12,25,AODV,0.0.0.0,0.0.0.0,0
12,26,AODV,0.0.0.0,0.0.0.0,0
12,27,AODV,0.0.0.0,0.0.0.0,0
12,28,AODV,0.0.0.0,0.0.0.0,0
12,29,AODV,0.0.0.0,0.0.0.0,0
12,30,AODV,0.0.0.0,0.0.0.0,0
12,31,AODV,0.0.0.0,0.0.0.0,0
12,32,AODV,0.0.0.0,0.0.0.0,0
12,33,AODV,0.0.0.0,0.0.0.0,0
12,34,AODV,0.0.0.0,0.0.0.0,0
